349	duo
350	scatter
351	scorch
352	hail
353	wave
354	lancer
355	arc
356	parallax
357	swarmer
358	salvo
359	segment
360	tsunami
361	fuse
362	ripple
363	cyclone
364	foreshadow
365	spectre
366	meltdown
367	breach
368	diffuse
369	sublimate
370	titan
371	disperse
372	afflict
373	lustre
374	scathe
375	smite
376	malign
377	ground-factory
378	air-factory
379	naval-factory
380	additive-reconstructor
381	multiplicative-reconstructor
382	exponential-reconstructor
383	tetrative-reconstructor
384	repair-point
385	repair-turret
386	tank-fabricator
387	ship-fabricator
388	mech-fabricator
389	tank-refabricator
390	ship-refabricator
391	mech-refabricator
392	prime-refabricator
393	tank-assembler
394	ship-assembler
395	mech-assembler
396	basic-assembler-module
397	unit-repair-tower
398	payload-conveyor
399	payload-router
400	reinforced-payload-conveyor
401	reinforced-payload-router
402	payload-mass-driver
403	large-payload-mass-driver
404	small-deconstructor
405	deconstructor
406	constructor
407	large-constructor
408	payload-loader
409	payload-unloader
410	power-source
411	power-void
412	item-source
413	item-void
414	liquid-source
415	liquid-void
416	payload-source
417	payload-void
418	heat-source
419	illuminator
420	legacy-mech-pad
421	legacy-unit-factory
422	legacy-unit-factory-air
423	legacy-unit-factory-ground
424	command-center
425	launch-pad
426	advanced-launch-pad
427	landing-pad
428	interplanetary-accelerator
429	message
430	switch
431	micro-processor
432	logic-processor
433	hyper-processor
434	memory-cell
435	memory-bank
436	logic-display
437	large-logic-display
438	tile-logic-display
439	canvas
440	large-canvas
441	reinforced-message
442	world-processor
443	world-cell
444	world-message
445	world-switch
