# Official Mindustry 8: block ID, synthetic, fillsTile, forceDark.
371	true	true	false
372	true	true	false
373	true	true	false
374	true	true	false
375	true	true	false
376	true	true	false
377	true	true	false
378	true	true	false
379	true	true	false
380	true	true	false
381	true	true	false
382	true	true	false
383	true	true	false
384	true	true	false
385	true	true	false
386	true	true	false
387	true	true	false
388	true	true	false
389	true	true	false
390	true	true	false
391	true	true	false
392	true	true	false
393	true	true	false
394	true	true	false
395	true	true	false
396	true	true	false
397	true	true	false
398	true	true	false
399	true	true	false
400	true	true	false
401	true	true	false
402	true	true	false
403	true	true	false
404	true	true	false
405	true	true	false
406	true	true	false
407	true	true	false
408	true	true	false
409	true	true	false
410	true	true	false
411	true	true	false
412	true	true	false
413	true	true	false
414	true	true	false
415	true	true	false
416	true	true	false
417	true	true	false
418	true	true	false
419	true	true	false
420	true	true	false
421	true	true	false
422	true	true	false
423	true	true	false
424	true	true	false
425	true	true	false
426	true	true	false
427	true	true	false
428	true	true	false
429	true	true	false
430	true	true	false
431	true	true	false
432	true	true	false
433	true	true	false
434	true	true	false
435	true	true	false
436	true	true	false
437	true	true	false
438	true	true	false
439	true	true	false
440	true	true	false
441	true	true	false
442	true	true	true
443	true	true	true
444	true	true	false
445	true	true	false
